client type , rating , review title , review_content
mobile , 5 , Rất đẹp ,
desktop , 5 , n_phẩm oksả , sp như hình . đẹp
iosApp , 1 , " " , Sp sd k_dc
iosApp , 2 , , " Mẫu_mã đẹp , nhưng không có chốt cài . Như_thể chỉ để cầm xem chứ không đeo được "
androidApp , 5 , Giống hình , " "
desktop , 5 , Dùng được . , cảm_ơn LZD và Canado shop nhiều
mobile , 4 , " " , Dep
androidApp , 5 , dep ,
androidApp , 5 , Rất đẹp , " Đã mua 4 cái , 2 đen , 2 trắng , cái nào cũng giống mẫu , đẹp , giá rẻ , nhưng không biết bền_ko , nhưng bây_giờ rất hài_lòng , cho 5 Sao . "
androidApp , 1 , bán hag k có tâm . chỉ bt lợi_nhuận . tôi sẽ gửi trả hàng . ,
desktop , 5 , ok dep ,
androidApp , 2 , tạm , tạm
androidApp , 5 , , tạm .
androidApp , 5 , đồng_hồ đẹp y_hình đóng_gói cẩn_thận ,
mobile , 4 , dồng hồ nữ , Rất tốt tôi rất hài_lông
androidApp , 5 , " " , OK
androidApp , 5 , đẹp ,
androidApp , 2 , . đẹp và rẽ tôi rất cảm_ơn ,
mobile , 4 , tốt . mặt đồng_hồ hơi to chút thôi ,
iosApp , 5 , Ngon bổ rẻ , Ngon bổ rẻ
androidApp , 5 , đồng_hồ giống như hình ,
androidApp , 4 , cũng đẹp mà giao lộn màu cho t ,
mobile , 5 , Sản_phẩm tốt ,
desktop , 5 , Năm sao , Thích cách CSKH của Lazada
androidApp , 5 , good , " "
androidApp , 5 , tốt ,
iosApp , 5 , " Đồng_hồ mẫu_mã đẹp , dùng rất tốt ! " ,
iosApp , 3 , Đẹp ,
androidApp , 5 , dep ,
androidApp , 4 , " rất dep , nhung ko chay " ,
mobile , 3 , Mặt đồng_hồ hơi to ,
androidApp , 1 , RẤT TỆ , " mặc dù là rẻ nhưng sản phẩm cũng phải tôn trọng khách hàng chứ . Đặt màu đen giao màu trắng , dây đeo lại bị lỗi thành ra không thể đeo được , cái móc hoàn toàn ngược lại so với các lỗ trên dây . 1 sao "
desktop , 5 , Năm sao , Thích cách CSKH của Lazada
desktop , 5,5 sao thôi , " Nhìn tổng_quan rất oke , đẹp đeo vừa tay . Ổn ổn "
androidApp , 5 , tốt , giao hàng nhanh ok
androidApp , 2 , , đẹp nhưng to quá
androidApp , 5 , tốt , với 29k được sản_phẩm vậy là quá ok
desktop , 5 , đẹp hài_lòng ,
androidApp , 5 , đep ,
androidApp , 4 , " dẹp " ,
desktop , 5 , Sản_phẩm đúng như mong_đợi , " Đẹp , giá hợp_lý "
androidApp , 5 , Tốt , " "
androidApp , 5 , sp đẹp giao hàng nhanh . đóng_gói cẩn_thận . ủng_hộ shop thanhk ,
androidApp , 5 , ok ,
androidApp , 1 , " sản_phẩm bị lỗi , k dùng được " ,
iosApp , 1 , Sản_phẩm giao ko đúng hàng , " Đồng_hồ giao ko đúng hàng , cho tôi đổi lại "
mobile , 5 , " " , Rất tốt
desktop , 5 , " " , rất đẹp
androidApp , 5 , đẹp ,
androidApp , 1 , , thật xấu và kim thì rớt k chạy
androidApp , 2 , , Gửi sai màu . Chọn màu nâu nhưng lại đưa màu đỏ
iosApp , 5 , Hàng đẹp , Đóng_gói cẩn_thận
desktop , 5 , Hồ thanh_tú , dep . chac
iosApp , 5 , Tốt ,
desktop , 5 , Hàng tốt . chất_lượng . giá quá rẻ , Mua cây này trên lazada và cảm_thấy rất hài_lòng về sản_phẩm . cây thuốc_lá nhìn cứng_cáp . loại shisha pen này hút cũng rất nhiều khói . pin tốt . nói_chung là hài_lòng
androidApp , 4 , " " , rất chất nhưng vô nước là bốc_hơi
androidApp , 5 , Đồng_hồ đẹp hơn trong hình 👍👍👍 ,
androidApp , 1 , day chua đeo đã choc hết rui mặt_mặt đồng_hồ ở trong dinh bụi , day chua deo da choc lat dong ho_o trong thi dinh bui k
iosApp , 1 , K chạy đc ,
mobile - app , 3 , Cho e hỏi có giao hàng ngày_mai hoặc cn dùm e_đươc , .
iosApp , 5 , Đẹp lắm đó . Mua đi , " "
androidApp , 1 , Tiền nào của đó , " Sài dc 1 ngày . ngày sau hút dc 3 hơi hết pin cắm sạc thì 5 ' báo pin đầy lấy ra hút dc 3 hơi nữa Thử đủ loại sạc mà vẫn vậy chắc pin ngủm rồi "
iosApp , 5 , Giá rẻ giống hình , Giao hàng nhanh
androidApp , 5 , đẹp ,
androidApp , 1 , " hàng đẹp nhưng giao hàng lâu mua 4 cái thì 1 cái không chạy đổi hàng thì giả tiền rất lằng_nhằng " ,
androidApp , 1 , , hàng_không đúng mẫu
desktop , 5 , " chống xước , chống nước rất tốt , ai cũng khen . tks CANADO nha " , " chống xước , chống nước rất tốt , ai cũng khen . tks CANADO nha "
androidApp , 5 , Đẹp , " "
androidApp , 5 , Hàng đẹp , dùng tốt nhưng hơi ít khói
androidApp , 5 , rất hài_lòng , " sản_phẩm rất tốt hút rất nhiều khói , thời_lượng pin hình_như có vấn_đề . tuy_nhiên sử_dụng lâu_dài sẽ có trải nghiệm tốt hơn "
androidApp , 5 , đẹp y_hình ,
androidApp , 5 , ung lắm vak ,
iosApp , 1 , " Shop lừa_đảo đặt đồng_hồ mà sao đồ treo tường , đừng nên mua đồ shop này " , Đặt đồng_hồ mà giao sao mốc treo tường shop lừa_đảo
androidApp , 2 , e dat mau den sao gởi em mau trắng vậy ,
desktop , 5 , " chống xước , chống nước rất tốt , ai cũng khen . tks CANADO nha " , " chống xước , chống nước rất tốt , ai cũng khen . tks CANADO nha "
desktop , 5 , Good ,
iosApp , 5 , Ngon , " Ổn_định tốt Ngon_lành cành đào "
desktop , 5 , " " , rất hay 5 sao
androidApp , 5 , , " hàng đóng cẩn_thận , sản_phẩm tốt . "
iosApp , 5 , , hang ok
androidApp , 1 , đồng_hồ nhận được không hoạt_động . , đồng_hồ không chạy
androidApp , 5 , rất tốt , đẹp
androidApp , 5 , " hàng rất đẹp , sài mấy tháng rồi mà vẫn đẹp . " ,
androidApp , 4 , Bốn sao , " "
androidApp , 5 , , Tốt ... sài ok lắm
mobile - app , 5 , Năm sao , " "
androidApp , 5 , Tốt , sp y_như hình
androidApp , 5 , chất_lượng ,
iosApp , 1 , Hàng vớ_vẩn lừa_đảo tao sẽ không_bao_giờ mua nữa ,
androidApp , 2 , giá rẻ nên chất_lượng sp k đc tốt . , dây k bền . bị nứt chỉ . bong tróc
desktop , 5 , TUYEETJ_VỜI , " "
androidApp , 5 , Đẹp , " "
mobile , 5 , ngon , sản_phẩm tốt hút khói nhìu
androidApp , 5 , sản_phẩm sài tốt ,
androidApp , 5 , chất_lượng sản_phẩm tuyệt_vời ,
iosApp , 5 , Đẹp và rẻ rất oki ,
androidApp , 1 , làm_ăn kì_cục , mong không có lần sau
desktop , 5 , " quá hài_long , với giá_như vaay mà đh quá đẹp " ,
androidApp , 5 , tốt , " "
iosApp , 3 , Bộ thuốc_lá điện_tử , 2 đầu đốt shisha mà bị hư một đầu
androidApp , 5 , chuẩn ,
androidApp , 5 , " đẹp , sang chảnh , tôi thích lắm " ,
iosApp , 5 , Vải chất_lượng ,
desktop , 5 , 5sao cho shop ,
desktop , 4 , Dùng tốt , ok
androidApp , 3 , " Khói mỏng , hút muốn rụng phổi ra đc có tý khói " , " "
iosApp , 5 , Sản_phẩm tốt , Good
androidApp , 5 , đẹp hơn mong_đợi ,
androidApp , 1 , " sai màu " , k hài_lòng cho lăm
androidApp , 5 , , đẹp như mong_đợi
androidApp , 5 , Đẹp , " "
desktop , 4 , Tạm ổn so vs giá , Tiền ít nên khói ít . Dk tặng 1 tinh_dầu màu nho . Có hướng_dẫn . Nhưg chung_chung . Vẫn ủng_hộ shop
iosApp , 4 , Hoi to , Hoi to
androidApp , 1 , , hàng kém chất_lượng quá
androidApp , 3 , , Đặt là màu đen mà s gửi hàng tới là màu trắng vs lại còn bị xức dây nữa chứ
androidApp , 1 , Giao hàng nhanh tốt dong goi can than ,
androidApp , 5 , tốt , " hàng giốg hìh da mềm cho 5sao về sản_phẩm còn chất_lượng thì chờ tgian sẽ rõ "
desktop , 5 , tuy đồ trung_quốc nhưng xài bền ,
androidApp , 3 , , " đồng_hồ thì đẹp nhưng cần kiểm hàng tốt hơn vì lỗi "
desktop , 4 , , " Hàng đẹp , chỉ có_điều mặt đồng_hồ hơi to . "
androidApp , 1 , hàng đặt màu đen thì ik giao màu trắng lm ăn mẹ j vậy hả ,
desktop , 5 , sản_phẩm tốt ạ , sản_phẩm tốt ạ
iosApp , 5 , Đẹp , " "
androidApp , 5 , tốt ,
androidApp , 3 , , mik đặt 2 cái mà lúc giao về thì có 1 cái sức dây rơi hiệu trong mặt đồng_hồ hk chỉnh dc cứ nghiêng 1 bên cái còn lại thì tạm dc
androidApp , 5 , " sản_phẩm tốt , đẹp , vừa ý " ,
androidApp , 4 , Bình_thường , Đồng_hồ nữ mà to muốn bằng cỡ nam luôn
androidApp , 2 , mua ve dc 2 hom xit luon ko chay nua dung la do re tien ,
desktop , 5 , " ĐẸp , rất hài_lòng " , " Sản_phẩm đẹp hơn hình nhiều . Có vài chục ngàn nên mình thấy hài_lòng vô_cùng . Thích xài đồng_hồ dây da nhiều năm nên có thói_quen cởi ra khi tắm_rửa , đi mưa để dây bền . Mua cái đồng_hồ có vài chục mà lỡ dây đứt đi thay dây cũng mất 40-50 k , lại không ung_ý nên chịu_khó thôi . "
androidApp , 2 , " " , xai may ngay hong_r
iosApp , 2 , Hàng_hoá , Đồng_hồ mẫu_mã đẹp nhưng pin lại ko còn buồn qua
mobile , 5 , , Đẹp hơn tưởng_tượng ... Nên mua
desktop , 1 , Đồng_hồ đẹp , Đồng_hồ đẹp như giao sai màu
desktop , 5 , sản_phẩm tốt lắm ạ , sản_phẩm tốt lắm ạ
mobile , 4 , Đồng_hồ Yazole , " Đeo rất đẹp , nói_chung mình kĩ nên tắm tháo ra , mưa cất vô nên chưa thử nước nhưng đeo vào nhìn đồng_hồ rất sang_trọng , nhưng mặt hơi dày_tí , dây đồng_hồ rất tốt , khá dày và chắc_chắn . Nói_chung với giá này rất đáng tiền cho một chiếc đồng_hồ ! 4 sao vì mặt đồng_hồ khá dày nên trừ 1 sao "
iosApp , 1 , Quá tệ , Mới dùng có 2 hôm đã hỏng
androidApp , 5 , , " sp đẹp tốt lại rẻ nữa "
androidApp , 5 , " Tốt , chạy êm . " , " Đẹp , dễ_thương . Đồng_hồ có vài vết xước nhỏ trên mặt , tuy_nhiên với giá mềm như_vậy thì không_thể đòi_hỏi nhiều . 5 sao cho shop . "
androidApp , 1 , đcm đặt đen gửi trắng hôc máu lồn à : v ,
androidApp , 3 , , cung tạm .... đẹp nhung mau phai màu .....
mobile , 3 , Cần xem_lại , " Mặt phản_quang tạm đc , nhưng bị mất một cái vạch ở vị_trí số 4 , vạch số 3 lung_lay , k biết do hàng hay do quy_trình vận_chuyển "
mobile - app , 5 , Năm sao , " "
androidApp , 5 , , " giống hình đẹp . bền k thì chưa bk nhưng hàng rẻ đẹp là ok r "
androidApp , 5 , rất dễ_thương va phong_cách mà co 50k . chuc shop buôn may bán đắt ,
desktop , 1 , quá tồi , đặt màu đen gửi về màu trắng shop lm ăn kiểu j_vậy
mobile , 2 , " " , " Mắt xich cua day đeo bi lỗi , k hài long lắm . "
mobile , 3 , " " , " Mặt phản_quang tạm đc , nhưng bị mất một cái vạch ở vị_trí số 4 , vạch số 3 lung_lay , k biết do hàng hay do quy_trình vận_chuyển "
mobile - app , 5 , Shop bảo mồng sáu mới gửi mà mồng sáu đã có hàng , " "
iosApp , 5 , Tôi rất hài_lòng ! Đồng_hồ chỉ giờ rất đúng ! ,
androidApp , 5 , hàng đẹp như hình , " mặt đồng_hồ đẹp như hình . xài rất_chi_là tốt , vì mấy nay trời mưa , mình mang ra đg nhiều nên dính mưa quá trời luôn nhưng đồng_hồ vẫn chạy ổn . đeo vào tay nhìn sang , đẹp , rất thích . chỉ tiếc dây đeo hơi èo_uột tí nhưng với giá_thành vậy là quá ổn rồi . nếu bạn nào thích thì có_thể ra ngoài thay dây . shop giao hàng nhanh_chóng , gói hàng đẹp "
androidApp , 5 , " " , vừa rẻ lại vừa đẹp quan_trọng hơn là chất_lượng tuyệt_vời
desktop , 5 , " " , " Mẫu_mã đẹp , chạy rất chính_xác , chăm_sóc khách_hàng tương_đối tốt , hạn_chế là chống nước yếu , dây hơi cứng , so với giá thì rất Tốt "
mobile , 3 , Cần xem_lại , " Mặt phản_quang tạm đc , nhưng bị mất một cái vạch ở vị_trí số 4 , vạch số 3 lung_lay , k biết do hàng hay do quy_trình vận_chuyển "
androidApp , 5 , Hay , " "
androidApp , 5 , tuyệt ,
androidApp , 5 , , " đẹp . hài_lòng "
androidApp , 5 , đồng_hồ , đẹp quá
desktop , 2 , , giao sai màu sp mua màu đeen giao màu trắng
mobile - app , 4 , - làm_sao đễ mỡ dây ra đễ đeo ạ .. , - làm_sao đễ mỡ dây ra rồi đeo ạ ..
mobile - app , 5 , " Tốt , nếu so với mặt_bằng giá thì tuyệt_vời " , " Đã nhận hàng . Đồng_hồ nhìn tổng_quan là đẹp . Dây da làm cũng cẩn_thận , ko cẩu_thả như những mẫu khác trg tầm giá này ( hoặc do mình hên ko biết nữa ) . Mặt hơi to so với mình hay dùng , nhg cái này thì tuỳ gu mỗi người . Các chi_tiết trên mặt đồng_hồ đc làm chi_tiết , đẹp , phong_cách . Nói_chung là mua về có_thể đeo đc chứ ko phải cất tủ . "
androidApp , 5 , tạm ổn ,
iosApp , 5 , Ok ,
androidApp , 5 , tốt ,
androidApp , 1 , , k xai dc.no k hoat dong
androidApp , 5 , đồng_hồ đẹp ,
desktop , 5 , " " , " vừa nhận được hàng . giao đúng ngày . hàng hoàng toàn giống hình . hàng khá đẹp . ko biết bền hay ko_thoi . tóm_lại Ổn .. "
mobile - app , 1 , Never , " Đồng_hồ 75k , bảo free ship mà thanh_toán thì lại 100k có cl ý "
iosApp , 1 , , Chưa dùng đã hỏng
iosApp , 5 , Thơm ,
mobile - app , 1 , Hút mùi kho chịu , Ko ngon đâu m . ng ko nên mua
androidApp , 5 , Rất tốt ,
desktop , 5 , Tốt , " Sp y_hình , đẹp long_lanh . Độ bền thì chưa dùng nên chưa biết . Dây loại này nếu đeo sẽ nhanh bẩn nhưng tôi dễ bị dị_ứng nên vẫn thích . Giá rẻ nên dây bẩn thì mua cái khác cũng hợp_lý "
androidApp , 5 , , đẹp mà dẻ
desktop , 2 , đã nhận hàng , " mặt đồng_hồ quá to , k giống hình , giao hàng nhanh , đóng_gói cẩn_thận , dây hơi cứng "
desktop , 5 , " " , " san pham tot..nhung day deo con hoi cung . "
mobile - app , 2 , thất_vọng , mẫu_mã đẹp nhưng kim chạy không đúng . có lúc không chạy
androidApp , 5 , , hàng tốt
androidApp , 5 , mới đầu mút vào cổ thì trông có vẻ như dễ bị sặc ngưng hút cái thứ hai thì nó rất là đã và nó mát cổ ,
desktop , 4 , Cũng tạm được , Cũng tạm được không có nhiều loại như hình ảnh minh họa
androidApp , 5 , tốt , giao hàng nhanh
iosApp , 4 , Đóng_gói ok , " Giao hàng đúng hình_ảnh mô_tả . Tuy_nhiên đồng_hồ hơi to so với tay trẻ_em . Nên có thông_tin về kích_thước rõ_ràng "
androidApp , 5 , hàng ok bao đẹp đống gói đẹp ... k pt thoi gian sai bao nhieu lau thoi ,
iosApp , 5 , Mọi thứ ở đây đều rất tốt ! , Hay
iosApp , 5 , Đồng_hồ , Mới xài chưa biết sao lazada giao hàng nhanh rất Ok
androidApp , 1 , mua về ko sử_dụng đc ,
mobile , 2 , , Mùi quá nhẹ
androidApp , 5 , , " Dùng tốt , nhiều , sẽ ủng_hộ lần sau . "
androidApp , 5 , Ok , Giẻ mà đẹp . Cảm_ơn shop nhé
androidApp , 1 , " thất_vọng vì lazada . Shop giao hàng bị sai mẫu , lazada giải_quyết hoàn tiền qua mã giảm_giá nhưng mã giảm_giá lại không sử_dụng được . Thất_vọng với lazada " ,
desktop , 5 , " " , " Mẫu_mã đẹp , chạy rất chính_xác , chăm_sóc khách_hàng tương_đối tốt , hạn_chế là chống nước yếu , dây hơi cứng , so với giá thì rất Tốt "
mobile - app , 5 , Năm sao , Rất giống trong hình và đẹp
androidApp , 1 , khong tot , hut muon tat tho khong co khoi
mobile - app , 5 , Hương_vị , Làm_sao chọn hương đây
androidApp , 4 , hơi cao xíu nhưng đóng gói kĩ ,
iosApp , 4 , " Cũng được , khá đẹp ! ! " ,
androidApp , 5 , đẹp . y_hình . rẻ . k biết có bền k thôi ,
mobile - app , 2 , Kém , Đồng_hồ mua về chạy sai h ... k chỉnh lại đk
androidApp , 5 , tốt nhung giao_trễ ,
desktop , 5 , " hàng tốt mà giá quá rẻ , tiếp_tục ủng_hộ lazada nhiều hơn_nữa " , " hàng tốt mà giá quá rẻ , tiếp_tục ủng_hộ lazada nhiều hơn_nữa "
desktop , 5 , tốt , tốt
iosApp , 5 , Good . giá rẻ hàng đẹp , Good giá rẻ hàng đẹp
androidApp , 2 , hàng rẻ . nhìn đẹp nhưng máy ko chạy được . hơi bị thất_vọng , nhìn bề_ngoài đep
mobile , 4 , " " , Dog ho yazole nay k koa bao hak phaj k_ạk
androidApp , 2 , có bị lỗi bạn ạ , bị lỗi
androidApp , 2 , không có ngon , " sản_phẩm tinh_dầu trái_cây hút không có ngon dở , hương_vị lạt , tôi muốn đổi sản_phẩm khác "
androidApp , 5 , đẹp , đẹp
mobile , 4 , , sp như hình còn k biết lâu_dài có ổn_k
mobile - app , 5 , Ok , " Đẹp , tốt , hơi lệch kim giờ . "
iosApp , 5 , " Tuyệt_vời ) ) " , " Khói nhiều Thơm_Dễ sử_dụng Gói hàng chắc_chắn và đẹp Đó là những gì khách e nói lại Thật_sự giá rẻ nên mua để bán lại Khách hài_Lòng nên rất vui Cảm_ơn shop ! ! ! "
iosApp , 5 , Rất hài_lòng , Shop giao hàng nhanh nhân_viên chu_đáo nhiệt_tình tôi rất thích
androidApp , 5 , hang tót ,
androidApp , 4 , rat ok vs ja tien ,
mobile - app , 3 , Ba sao , Ok minh rat la oke
desktop , 5 , , " đẹp , rất vừa_ý "
androidApp , 4 , , dong ho dep .. may van chay . con ve chat luong thi de coi sau
mobile - app , 5 , Hỏi , Có trống dc nước k_soph
iosApp , 5 , Đồng_hồ , " Chuyển hàng nhanh , gói hàng rất cẩn_thận , sp y_hình , cảm_thấy hài_lòng , cảm_ơn shop "
iosApp , 4 , ok , chất_lg
mobile - app , 5 , Đánh_giá sản phẩn sử_dụng , Tốt
androidApp , 5,0 mg ,
desktop , 5 , đồng_hồ khá đẹp ,
androidApp , 5 , so ok lam ,
mobile - app , 5 , Có chống vào nước k ha , Lazada
androidApp , 3 , love ,
androidApp , 4 , sản_phẩm tốt nhưng hơi bị trầy sướt 1 xí ,
androidApp , 5 , tốt ,
androidApp , 4 , cực đẹp luôn ... chất_lượng ok lắm . ,
androidApp , 5 , , sp giống vs hình ..
androidApp , 5 , " Hàg i_hình , mặt đẹp , nchug ok , sp đáng mua , " , " hàg i_hình , sp đẹp , mặt ok , đág mua , "
androidApp , 3 , , cũng tạm được
androidApp , 4 , Hàng nhìn khá ok nhưng không biết sử_dụng có bền không ... hihi ,
androidApp , 5 , " pin quá ngon " , xài quá ngon_pin rất tốt trong tầm_giá
iosApp , 4 , Y_mẫu , Như hình
androidApp , 5 , Đồng_hồ nam dây da , " Đồng_hồ đẹp , giá rẻ , tốt "
iosApp , 5 , " " , " - Đã nhận hàng , nhưng chỉ thấy dây sạc mà không có cục sạc kèm theo , dây sạc cũng hư - Máy sài ok Shop rút kinh_nghiệm "
androidApp , 3 , , " giao ko đúng mùi ko đúng độ ni mình đặt coffee mà shop giao cigar , mình đặt loại ko ni mà shop giao loại 6mg ni "
androidApp , 5 , , < 3 lớp sơn vẫn còn vài chỗ hơi xấu nhưng khói rất ổn
iosApp , 5 , , hàng rất ok ạ
desktop , 1 , Dùng được , " Giao hàng nhanh , nhưng mặt đồng_hồ quá to , nếu mặt đồng_hồ nhỏ hơn tí thi quá đẹp "
iosApp , 5 , " " , " - Đã nhận hàng , nhưng chỉ thấy dây sạc mà không có cục sạc kèm theo , dây sạc cũng hư Shop rút kinh_nghiệm "
androidApp , 5 , thơm nhìu khói , hút thấy ok cám_ơn shop
androidApp , 5 , " sài rất ok . nên mua " , sài rất ok . nên mua
mobile , 5 , , Đẹp
androidApp , 5 , " quá đẹp , rẻ , nhưng hơi dày , chưa dám test nước " ,
iosApp , 1 , Lừa_đảo ,
mobile , 5 , Duyệt , Nhận sản_phẩm đúng như hình . Chạy mượt . Giao hàng sớm hơn dự_kiến . Cám_ơn Lazada nhé . Sẽ tiếp_tục ủng_hộ
desktop , 5 , " Hàng tốt , khói nhiều " , " Nhìn cứng_cáp , sang_trọng , dùng rất ổn luôn . Hy_vọng là bền lâu "
androidApp , 5 , " " , đc
androidApp , 1 , tot ,
iosApp , 5 , , Pin lên đều . Oke ! Về chất_lượng lâu_dài thì phải thử đã !
androidApp , 5 , " Sản_phẩm đẹp , giống hình . Vì hàng rẻ nên chất_lượng vậy là ok , quai hơi yếu " ,
androidApp , 4 , " kiểu_dáng đẹp . đeo vào nhìn rất sang , nhât là mặt đồng_hồ . tuy_nhiên rất dể sước . ko nên đeo khi tắm hay vùng ẩm , dể đọng hơi_nước ở trong " ,
androidApp , 5 , đúng , àng đúng thơm nhưng ír khỏi
desktop , 4 , " " , " mình xài được 1 tuần rồi thì thấy ổn , mượt , các nút ấn nhạy và ăn_máy . Có đc tặng kèm bao đựng bút rất xinh nữa "
desktop , 5 , Sản_phẩm tốt , Con này khói nhiều nhất trong tầm giá 400k rồi . Nhìn kiểu cách ok
desktop , 5 , hàng rất tốt giao hàng nhanh ns chung là ok ,
androidApp , 1 , , " dây không đẹp "
desktop , 3 , THAY ĐỒ_CHƠI . : ) ) , " Với giá này thì đừng xem mô_tả làm gì mấy . Xác_định là mua để chơi nghịch đi . Sai thời_gian là điều đương_nhiên . Xài đc 1 tháng rồi . Chạy nhanh hơn gần chục phút . Lệch khá nhiều . Chống nước hay gì cũng dẹp luôn nhé . Ko có đâu . Rửa mặt ko để nước chạm vô mấy mà vẫn vô nước như thường . Ra trời nắng là nó bốc_hơi kín mặt kính luôn . : ) ) ) "
desktop , 1 , Sản_phẩm , Đốt cháy khi sử_dụng còn kém
desktop , 3 , Good product . ! ! , " I can handle it easily . And_Not too much big . If the button was smoother , I feel better . But totally good . "
desktop , 5 , Nhiều khói , " Máy nhiều khói , tốt "
androidApp , 5 , tuyệt ,
androidApp , 5 , dep gia tien hop ,
androidApp , 5 , good , " thiết_kế đẹp . giống mẫu . good trong tầm giá . còn bền hay k phải đợi thời_gian trl . "
iosApp , 1 , Giao hàng quá chậm ! , " Đặt_hàng thành_công , đã thanh_toán , mà hơn 4 ngày vẫn chưa nhận được hàng ! "
desktop , 5 , Sản_phẩm tốt , " Dùng tốt , nhìn đẹp , cool ngầu "
androidApp , 5 , hàng ổn , " hút thích , thơm , nói_chung là ok "
iosApp , 5 , Tôi hài_lòng về sản_phẩm giao hàng nhanh ,
androidApp , 5 , Rất ngon so với giá , Rất đẹp . chạy rất chuẩn
mobile , 5 , Dùng thử 1 lần thấy Ok , " "
androidApp , 2 , ko ổn , " giao hàng lại thiếu quà tặng , mua máy về dùng ko có nguyên_liệu thì sao máy chạy , lm ăn chán tè "
androidApp , 5 , , " hàng ship nhanh , đạt tiêu_chuẩn . "
iosApp , 2 , Dong ho het_pin ,
androidApp , 5 , Giống hình 100 % đẹp và sang ,
desktop , 4 , ok , ok
desktop , 5 , Ngon_lành , Vừa đẹp vừa nhiều khói . Thích rồi đó
androidApp , 4 , cho 4sao tinh_dầu vẫn chưa ngon ,
iosApp , 5 , Dễ_thương ,
iosApp , 5 , Đồng_hồ nam , Sp tốt trong tầm_giá
desktop , 4,4 sao , " Giao hàng nhanh . Tuy_nhiên vỏ hộp có dấu_hiệu bị mở , bút chất_lượng tốt , có 2 cặp pin kèm theo . "
androidApp , 5 , cái này sài sao ak ,
androidApp , 5 , cũng ổn . nhưng kpit liều_lượng chất kích_thích ra sao ,
androidApp , 4 , , " đóng_gói kĩ giống hình chưa biết bền_ko "
androidApp , 3 , " đồng_hồ dính nước , xong_đời " , " đồng_hồ dính nước , xong_đời "
desktop , 5 , " Giao hang sớm , sử_dụng rất tốt " ,
androidApp , 5 , Thiết_kế đẹp . Nhều khói . Giá rẻ . Thích_hợp cho những người mới tập hút , Thiết_kế đẹp . Nhều khói . Giá rẻ . Thích_hợp cho những người mới tập_hút
desktop , 3 , tạm ,
androidApp , 5 , " Thời_gian giao hàng nhanh , chất_lượng tốt , giá_cả phù_hợp " ,
androidApp , 4 , mong là dùng đc lâu_dài ,
desktop , 3 , Tương_đối hài_lòng , Sản_phẩm sử_dụng tốt tuy_nhiên hoàn_thiện có_vẻ không mượt_mà lắm . Đang suy_nghĩ phải_chăng là hàng loại 2 loại 3 chứ không phải Logitech nguyên_bản .
androidApp , 5 , hàng như hình . đóng_gói đẹp chắc_chắn . mới dùng thì ok còn sau_này ko biết sao . ,
desktop , 1 , " ko có nicotine , hút không phê " ,
androidApp , 1 , bi lỗi o mac kiếng ,
desktop , 5 , Nice_Watch , Fast_Delivery . The watch is nice but i thought it is small . Overall it is elegant look .
desktop , 5 , Vừa_lòng với sản_phẩm . ,
androidApp , 1 , bị khét ảnh_hưởng tới sức_khoẻ , hút bị khét quá
androidApp , 1 , Sản_phẩm k chất_lượng 😢 , " Đồng_hồ như hình . Chạy đk 3 hôm thì hỏng : ( k dùng đk dù thay pin . Tiền pin bằng tiền đồng_hồ . Chán quá 😢 "
desktop , 5 , " Đồng_hồ rất đẹp tốt . Đi mưa to đc chống chày xướt " ,
iosApp , 5 , , " Sản_phẩm đúng như hình . Đóng_gói chắc_chắn , đẹp_mắt . Hàng có dán tem bảo_hành đầy_đủ "
desktop , 5 , Nhiều khói . Đẹp , Nhìn rất đẹp . khói ổn . Hy_vọng sẽ bền
iosApp , 5 , , đẹp
androidApp , 4 , Đồng_Hồ , " Hàng giống hình , đẹp "
androidApp , 5 , hang tot dang de mua ,
androidApp , 5 , " tốt lắm , đẹp nữa " ,
androidApp , 5 , giao hàng nhAnh tốt 5 * mẫu đẹp đúng hình ,
androidApp , 3 , buồn , em buồn quá : vvv đồng_hồ đẹp mà bị mất chốt chỉnh_giờ
androidApp , 3 , tạm ,
androidApp , 5 , , quá tuyêt
desktop , 4 , , Ok . Tốt hơn mong_đợi . Sẽ tiếp_tục mua hàng của lazada
androidApp , 1,1 sao nhé , mua về sử_dụng kh được 2 tiếng cháy coil 👍
androidApp , 3 , Đề nghị làm ăn chân chính hơn , " Mk mua 3 đợt đợt 1 thì dùng ok , đợt 2 sao ko dùng đc , đơt3 mk đặt 3 cây ko biết có ls ko nữa "
iosApp , 5 , Rất ok hi ,
desktop , 5 , " hàng giá rẻ , kiểu_dáng đẹp nói_chung là ok " ,
androidApp , 4 , 4s ao , đồng_hồ đeo đẹp sang_trọng NHƯNG tiếng kim kêu hơi to . nhưng với giá này k đòi_hỏi như mấy trăm hay mấy triệu đc
androidApp , 1 , Cũng được , Nhỏ tý mà 97k
desktop , 2 , Bình_thường , " Thuốc kiểu_dáng đẹp nhưng khi hút thì kéo muốn chu_đít cũng chưa hết hơi . rất nặng hút , thời_gian sử_dụng khoảng 1h30 là hết pin . cần thời_gian để đánh_giá tiếp "
androidApp , 5 , tốt ,
androidApp , 5 , hang rat dep ,
androidApp , 5 , Tốt ,
iosApp , 5 , , ngon
androidApp , 5 , Bao_giờ e ms nhận đc , Bao_giờ nhận đc ạ
androidApp , 5 , đh nữ , " sp đẹp ! ưng_ý , tuy_nhiên đh hết pin "
